keyword,volume,kd,intent,rank,rankBucket,cluster,currentPath,matchedRepoPage,intended,currentLandingCorrect,cannibalizationRisk,recommendedAction,priority,currentPageType,intendedPageType,semEntry,semPhrase,title,h1,metaDescription,canonical,schema
fine art waterfall photography,10,14,i|c,-,Unranked,Other / low fit,,no,/Galleries/Painterly-Fine-Art-Photography/Landscapes/By-Theme/Water,no current landing,,strengthen/build commercial doorway target,41,missing,gallery,waterPainterly,fine art waterfall photography,Waterfall and Water Photography by Wayne Heim,Waterfall and Water Photography by Wayne Heim – Painterly Fine Art Prints,"Discover fine art waterfall and water photography that transforms rushing rivers, misty cascades, and tranquil lakes into timeless painterly works. Wayne Heim’s...",https://www.k4studios.com/Galleries/Painterly-Fine-Art-Photography/Landscapes/By-Theme/Water,CollectionPage; Thing; ImageGallery; ImageObject; Person
historical themed photography,10,39,i,3,Top 3,History / reenactment / war,/Galleries/Painterly-Fine-Art-Photography/Facing-History,yes,/Blog/what-is-historically-themed-photography,review,possible,defend existing winner,41,gallery,definition blog,historicallyThemedPhotography,historical themed photography,Facing History | Historically Themed Fine Art Photography | K4 Studios,Facing History — Historically Themed Fine Art Photography,"Historically themed fine art photography by Wayne Heim, interpreting the Western frontier, Civil War, WWII, and the Roaring 20s through researched detail, real...",https://www.k4studios.com/Galleries/Painterly-Fine-Art-Photography/Facing-History,CollectionPage; Thing; ImageGallery; ImageObject; Person
history inspired photography,10,38,i,1,Top 3,History / reenactment / war,/Galleries/Painterly-Fine-Art-Photography/Facing-History,yes,/Blog/what-is-historically-themed-photography,review,possible,defend existing winner,41,gallery,definition blog,historicallyThemedPhotography,history inspired photography,Facing History | Historically Themed Fine Art Photography | K4 Studios,Facing History — Historically Themed Fine Art Photography,"Historically themed fine art photography by Wayne Heim, interpreting the Western frontier, Civil War, WWII, and the Roaring 20s through researched detail, real...",https://www.k4studios.com/Galleries/Painterly-Fine-Art-Photography/Facing-History,CollectionPage; Thing; ImageGallery; ImageObject; Person
rustic mountain photos,10,0,i,-,Unranked,Landscape / travel,,no,,no current landing,,ignore / wrong intent,41,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western inspired photography,0,13,i,23,21-40,Other / low fit,/Galleries/Painterly-Fine-Art-Photography/Facing-History/Western-Cowboy-Portraits,yes,,review,,strengthen existing page,41,gallery,missing,,,Western Cowboy Portraits - Wayne Heim,Western Portraits — Painterly Fine Art Photography,"Western cowboy portraits by Wayne Heim: painterly fine art portraits of frontier characters, Old West figures, and historically grounded subjects of the...",https://www.k4studios.com/Galleries/Painterly-Fine-Art-Photography/Facing-History/Western-Cowboy-Portraits,CollectionPage; Thing; ImageGallery; ImageObject; Person; ItemList; ListItem
fine art portrait photography,260,11,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,40,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
roaring 20s themed photography,0,28,i,-,Unranked,History / reenactment / war,,no,/Historical-Reenactment-Photography,no current landing,,build supporting article/page or strengthen target,40,missing,doorway / hub,,,Historical Reenactment Photography & Reenactor Portraits - Wayne Heim,Historical Reenactment Photography & Reenactor Portraits,"Historical reenactment photography, reenactor portraits, and living history photography covering Civil War, WWII, and frontier events through painterly,...",https://www.k4studios.com/Historical-Reenactment-Photography,CollectionPage; Thing; ImageGallery; ImageObject; Person; FAQPage; Question; Answer
western theme art,70,4,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,39,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
artwork western,40,0,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,39,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
fine art car photograph,0,17,c,28,21-40,Other / low fit,/Galleries/Painterly-Fine-Art-Photography/Transportation/Cars,yes,,review,,strengthen existing page,39,gallery,missing,,,Color Car Photography by Wayne Heim,Color Car Photography by Wayne Heim – Painterly Fine Art Classic Car Photos,"Celebrate the beauty and nostalgia of automobiles with Wayne Heim’s painterly color car photography. This gallery features classic cars, vintage vehicles, and...",https://www.k4studios.com/Galleries/Painterly-Fine-Art-Photography/Transportation/Cars,CollectionPage; Thing; ImageGallery; ImageObject; Person
art of the west,170,11,i|n,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,38,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
remington prints,140,10,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,38,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western cowboy paintings art,140,10,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,38,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
fine art black and white photography,320,18,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,37,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
old cowboy photographs,140,13,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,37,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western theme photoshoot,70,7,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,37,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
fine art black and white photos,140,14,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,36,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
fine art international photography,10,0,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,34,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
authentic cowboy life,0,26,i,30,21-40,Other / low fit,/authentic-cowboy-life,yes,,review,,strengthen existing page,34,doorway / hub,missing,,,"Authentic Cowboy Life in Western Art: Before the Myth, the Work","Authentic Cowboy Life in Western Art: Before the Myth, the Work","Explore authentic cowboy life through Western art, narrative Western photography, and frontier labor - bridging ranch reality and the truth behind the cowboy...",https://www.k4studios.com/authentic-cowboy-life,Article; WebPage; Person; Organization; ImageObject; BreadcrumbList; ListItem
western home interior design ideas,140,21,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,33,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
fine art mountain photography,20,22,c,-,Unranked,Landscape / travel,,no,,no current landing,,ignore / wrong intent,33,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
iconic western photography,0,28,i,29,21-40,Other / low fit,/Galleries/Painterly-Fine-Art-Photography/Facing-History/Western-Cowboy-Portraits/Color/all,yes,,review,,strengthen existing page,33,gallery,missing,,,Western Cowboy Portraits - Color Collection (147 Images),Western Cowboy Portraits – Color Collection (147 Images),"Browse the full collection of 147 painterly Western cowboy portraits in color by Wayne Heim. Cinematic frontier photography featuring authentic cowboys, ranch...",https://www.k4studios.com/Galleries/Painterly-Fine-Art-Photography/Facing-History/Western-Cowboy-Portraits/Color/all,WebSite; Organization; ImageObject; Person; CollectionPage; BreadcrumbList; ListItem
fine art sunset photography,10,19,c,-,Unranked,Landscape / travel,,no,,no current landing,,ignore / wrong intent,32,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
cowboy photos,720,42,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,31,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
cowboy photoshoot,170,25,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,31,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
cowboy themed artwork,10,6,i|c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,31,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
waterfall photos,390,40,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,29,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
cool cowboy pictures,70,23,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,29,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
wyoming photography,50,22,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,29,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western house interior design,40,20,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,29,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western home interior design,20,15,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,29,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
fine art sunrise photography,10,11,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,29,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
cowboy pic,320,42,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,28,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western cowboys images,170,32,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,28,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
legends of the west fine art,50,24,n,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,28,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western style interior design,50,24,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,28,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
cowboy photo,260,39,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,27,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western cowboy pictures,210,35,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,27,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
cowboy themed photography,10,15,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,27,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
d'day ohio photos,10,14,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,27,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
western home art,10,15,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,27,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
www battle photography,0,0,i|t,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,26,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
fine art iceland photography,10,22,i,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,23,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
cowboy themed pictures,20,36,i|c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,19,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
rustic cowboy photo,0,31,c,-,Unranked,Other / low fit,,no,,no current landing,,ignore / wrong intent,11,missing,missing,,,Wayne Heim Fine Art Photography,Painterly & Fine Art Photography by Wayne Heim,"Painterly and traditional fine art photography - western, historical, and landscape storytelling crafted with cinematic and emotional depth.",https://www.k4studios.com/,CollectionPage; Thing; ImageGallery; ImageObject; Person; Organization; ItemList; ListItem
